,Year,Team,index,Player,Position,Base_Salary,Signing_Bonus,Roster_Bonus,Option_Bonus,Workout_Bonus,Restruct_Bonus,Misc,Dead_Cap,Cap_Hit,Cap_Pct
199,2013,arizona-cardinals,38,"Mathieu
Tyrann Mathieu ",FS,"$405,000","$66,250","$99,375",-,-,-,-,"($817,187)",570625.0,0.48
200,2013,arizona-cardinals,39,"Smith
Alfonso Smith ",RB,"$555,000",-,-,-,-,-,-,-,555000.0,0.46
201,2013,arizona-cardinals,40,"Talley
Ronald Talley ",DE,"$555,000",-,-,-,-,-,-,-,555000.0,0.46
202,2013,arizona-cardinals,41,"Watford
Earl Watford ",RT,"$405,000","$108,716",-,-,-,-,-,"($434,864)",513716.0,0.43
203,2013,arizona-cardinals,42,"Bethel
Justin Bethel ",CB,"$480,000","$28,556",-,-,-,-,-,"($85,668)",508556.0,0.42
204,2013,arizona-cardinals,43,"Lindley
Ryan Lindley ",QB,"$480,000","$26,327",-,-,-,-,-,"($78,981)",506327.0,0.42
205,2013,arizona-cardinals,44,"Potter
Nate Potter ",LT,"$480,000","$14,856",-,-,-,-,-,"($44,568)",494856.0,0.41
206,2013,arizona-cardinals,45,"Benard
Marcus Benard ",OLB,"$630,000",-,-,-,-,-,-,-,481765.0,0.40
207,2013,arizona-cardinals,46,"Sowell
Bradley Sowell ",LT,"$480,000",-,-,-,-,-,-,-,480000.0,0.40
208,2013,arizona-cardinals,47,"Ta'amu
Alameda Ta'amu ",DT,"$480,000",-,-,-,-,-,-,-,480000.0,0.40
209,2013,arizona-cardinals,48,"Taylor
Stepfan Taylor ",RB,"$405,000","$50,125",-,-,-,-,-,"($200,500)",455125.0,0.38
210,2013,arizona-cardinals,49,"Ellington
Andre Ellington ",RB,"$405,000","$25,966",-,-,-,-,-,"($103,864)",430966.0,0.36
211,2013,arizona-cardinals,50,"Jefferson
Tony Jefferson ",SS,"$405,000","$3,366",-,-,-,-,-,"($10,100)",408366.0,0.34
212,2013,arizona-cardinals,51,"Brown
Jaron Brown ",WR,"$405,000","$3,000",-,-,-,-,-,"($9,000)",408000.0,0.34
213,2013,arizona-cardinals,52,"Okafor
Alex Okafor ",DE,"$288,000","$118,607",-,-,-,-,-,"($474,428)",406607.0,0.34
214,2013,arizona-cardinals,53,"Golden
Brittan Golden ",WR,"$405,000",-,-,-,-,-,-,-,405000.0,0.34
215,2013,arizona-cardinals,54,"Moch
Dontay Moch ",DE,"$480,000",-,-,-,-,-,-,-,395294.0,0.33
216,2013,arizona-cardinals,55,"Byrd
Laron Byrd ",WR,"$303,000","$2,166",-,-,-,-,-,-,305166.0,0.25
217,2013,arizona-cardinals,56,"Ballard
Jake Ballard ",TE,"$630,000",-,-,-,-,-,-,-,296470.0,0.25
218,2013,arizona-cardinals,57,"McCann
Bryan McCann ",CB,"$630,000",-,-,-,-,-,-,-,222353.0,0.19
219,2013,arizona-cardinals,58,"Williams
Teddy Williams ",CB,"$480,000",-,-,-,-,-,-,-,219882.0,0.18
220,2013,arizona-cardinals,59,"Taylor
Curtis Taylor ",S,"$555,000",-,-,-,-,-,-,-,97491.0,0.08
221,2013,arizona-cardinals,61,KingJeff King ,TE,"$1,500,000","$333,334",-,-,"$50,000",-,-,"($383,334)",1883334.0,1.57
222,2013,arizona-cardinals,62,ThompsonEverrette Thompson ,DT,"$405,000",-,-,-,-,-,-,-,288000.0,0.24
223,2013,arizona-cardinals,64,GiordanoDan Giordano,OLB,"$405,000","$2,750",-,-,-,-,-,"($8,250)",407750.0,0.34
224,2013,arizona-cardinals,66,DicksonJoJo Dickson,ILB,"$24,000",-,-,-,-,-,-,-,24000.0,0.02
225,2013,arizona-cardinals,67,GoldenBrittan Golden,WR,"$18,000",-,-,-,-,-,-,-,18000.0,0.01
226,2013,arizona-cardinals,69,KolbKevin Kolb,QB,"$6,000,000",-,-,-,-,-,-,-,6000000.0,5.00
227,2013,arizona-cardinals,70,BrownLevi Brown,LT,"$1,367,647","$1,400,000",-,-,-,"$771,397",-,-,3539044.0,2.95
228,2013,arizona-cardinals,71,BradleyStewart Bradley,ILB,"$3,000,000",-,-,-,-,-,-,-,3000000.0,2.50
229,2013,arizona-cardinals,72,WilsonAdrian Wilson,S,"$1,925,000",-,-,-,-,-,-,-,1925000.0,1.60
230,2013,arizona-cardinals,73,SnyderAdam Snyder,G,"$1,000,000",-,-,-,-,-,-,-,1000000.0,0.83
231,2013,arizona-cardinals,74,WellsBeanie Wells,RB,-,"$400,000",-,"$562,500",-,-,-,-,962500.0,0.80
232,2013,arizona-cardinals,75,DoucetEarly Doucet,WR,"$250,000",-,-,-,-,-,-,-,250000.0,0.21
233,2013,arizona-cardinals,76,GayWilliam Gay,CB,"$250,000",-,-,-,-,-,-,-,250000.0,0.21
234,2013,arizona-cardinals,77,JeffersonD.C. Jefferson,TE,"$229,474",-,-,-,-,-,-,-,229474.0,0.19
235,2013,arizona-cardinals,78,WalkerReggie Walker,ILB,"$217,500",-,-,-,-,-,-,-,217500.0,0.18
236,2013,arizona-cardinals,79,FlemingJamell Fleming,S,"$146,517",-,-,-,-,-,-,-,146517.0,0.12
237,2013,arizona-cardinals,80,TaylorKerry Taylor,WR,"$125,296",-,-,-,-,-,-,-,125296.0,0.10
238,2013,arizona-cardinals,81,DemensKenny Demens,ILB,"$113,794",-,-,-,-,-,-,-,113794.0,0.09
239,2013,arizona-cardinals,82,SchofieldO'Brien Schofield,OLB,"$107,125",-,-,-,-,-,-,-,107125.0,0.09
240,2013,arizona-cardinals,83,ShermanAnthony Sherman,FB,"$103,450",-,-,-,-,-,-,-,103450.0,0.09
241,2013,arizona-cardinals,84,So'otoVic So'oto,OLB,"$88,765",-,-,-,-,-,-,-,88765.0,0.07
242,2013,arizona-cardinals,85,TaylorCurtis Taylor,S,"$84,000",-,-,-,-,-,-,-,84000.0,0.07
243,2013,arizona-cardinals,86,KelemeteSenio Kelemete,G,"$47,900",-,-,-,-,-,-,-,47900.0,0.04
244,2013,arizona-cardinals,87,SkeltonJohn Skelton,QB,"$45,412",-,-,-,-,-,-,-,45412.0,0.04
245,2013,arizona-cardinals,88,LemonOrie Lemon,ILB,"$36,000",-,-,-,-,-,-,-,36000.0,0.03
246,2013,arizona-cardinals,89,SwopeRyan Swope,WR,"$28,947",-,-,-,-,-,-,-,28947.0,0.02
247,2013,arizona-cardinals,90,CarterDavid Carter,DT,-,"$25,966",-,-,-,-,-,-,25966.0,0.02
248,2013,arizona-cardinals,91,NashZack Nash,OLB,"$24,000",-,-,-,-,-,-,-,24000.0,0.02
249,2013,arizona-cardinals,92,SampsonDemarco Sampson,WR,-,"$22,950",-,-,-,-,-,-,22950.0,0.02
250,2013,arizona-cardinals,93,MochDontay Moch,DE,"$18,000",-,-,-,-,-,-,-,18000.0,0.01
251,2013,arizona-cardinals,94,WylieDevon Wylie,WR,"$15,058",-,-,-,-,-,-,-,15058.0,0.01
252,2013,arizona-cardinals,95,McGuffieSam McGuffie,WR,"$12,000",-,-,-,-,-,-,-,12000.0,0.01
253,2013,arizona-cardinals,96,TaylorBruce Taylor,ILB,"$12,000",-,-,-,-,-,-,-,12000.0,0.01
254,2013,arizona-cardinals,97,BucknerDan Buckner,WR,"$7,666",-,-,-,-,-,-,-,7666.0,0.01
255,2013,arizona-cardinals,98,Johnson-WebbJamaal Johnson-Webb,LT,"$4,000",-,-,-,-,-,-,-,4000.0,0.00
256,2013,arizona-cardinals,99,ScottPadric Scott,DT,"$2,000",-,-,-,-,-,-,-,2000.0,0.00
257,2013,arizona-cardinals,100,LawsonJavone Lawson,WR,-,"$1,000",-,-,-,-,-,-,1000.0,0.00
258,2013,arizona-cardinals,101,CaprioglioJoe Caprioglio,RT,"$1,000",-,-,-,-,-,-,-,1000.0,0.00
259,2013,arizona-cardinals,102,RiosMichael Rios,WR,$667,-,-,-,-,-,-,-,667.0,0.00
260,2013,arizona-cardinals,103,HarrisJavon Harris,S,$666,-,-,-,-,-,-,-,666.0,0.00
261,2013,arizona-cardinals,104,HillJosh Hill,S,$666,-,-,-,-,-,-,-,666.0,0.00
262,2013,arizona-cardinals,105,JonesKorey Jones,ILB,$666,-,-,-,-,-,-,-,666.0,0.00
263,2013,arizona-cardinals,106,YellRonnie Yell,CB,$333,-,-,-,-,-,-,-,333.0,0.00
264,2014,arizona-cardinals,0,"Palmer
Carson Palmer ",QB,"$9,000,000","$4,000,000",-,-,-,-,-,"($19,235,000)",13000000.0,9.76
265,2014,arizona-cardinals,1,"Campbell
Calais Campbell ",DE,"$5,500,000","$3,000,000",-,"$2,500,000","$250,000",-,-,"($16,750,000)",11250000.0,8.44
266,2014,arizona-cardinals,2,"Fitzgerald
Larry Fitzgerald ",WR,"$1,000,000","$2,000,000",-,"$3,000,000","$250,000","$2,350,000",-,"($22,000,000)",8600000.0,6.46
267,2014,arizona-cardinals,3,"Peterson
Patrick Peterson ",CB,"$888,114","$6,049,018",-,-,-,-,-,"($19,224,932)",6937132.0,5.21
268,2014,arizona-cardinals,4,"Powers
Jerraud Powers ",CB,"$3,750,000","$1,000,000",-,-,-,-,-,"($2,000,000)",4750000.0,3.57
269,2014,arizona-cardinals,5,"Sendlein
Lyle Sendlein ",C,"$2,850,000","$700,000",-,-,"$150,000","$425,000",-,"($2,400,000)",4125000.0,3.10
270,2014,arizona-cardinals,6,"Cromartie
Antonio Cromartie ",CB,"$2,250,000","$1,000,000","$250,000",-,-,-,"$500,000","($3,250,000)",4000000.0,3.00
271,2014,arizona-cardinals,7,"Cooper
Jonathan Cooper ",G,"$495,000","$2,240,273","$571,318",-,-,-,-,"($11,903,727)",3306591.0,2.48
272,2014,arizona-cardinals,8,"Floyd
Michael Floyd ",WR,"$1,296,500","$1,423,000",-,-,-,-,-,"($5,892,250)",2719500.0,2.04
273,2014,arizona-cardinals,9,"Stanton
Drew Stanton ",QB,"$1,750,000","$666,666",-,-,"$250,000",-,-,"($1,583,334)",2666666.0,2.00
274,2014,arizona-cardinals,10,"Veldheer
Jared Veldheer ",RT,"$1,250,000","$1,250,000",-,-,-,-,-,"($14,750,000)",2500000.0,1.88
275,2014,arizona-cardinals,11,"Ginn Jr.
Ted Ginn Jr. ",WR,"$1,000,000","$750,000",-,-,-,-,"$500,000","($3,250,000)",2250000.0,1.69
276,2014,arizona-cardinals,12,"Williams
Dan Williams ",DT,"$990,000","$100,000",-,"$1,045,000","$50,000",-,-,"($1,195,000)",2185000.0,1.64
277,2014,arizona-cardinals,13,"Johnson
Rashad Johnson ",FS,"$1,650,000","$333,333",-,-,"$150,000",-,-,"($816,667)",2133333.0,1.60
278,2014,arizona-cardinals,14,"Shaughnessy
Matt Shaughnessy ",DE,"$800,000","$700,000",-,-,"$125,000",-,-,"($2,325,000)",1625000.0,1.22
279,2014,arizona-cardinals,15,"Housler
Robert Housler ",TE,"$1,406,000","$171,023",-,-,"$25,000",-,-,"($196,023)",1602023.0,1.20
280,2014,arizona-cardinals,16,"Acho
Sam Acho ",OLB,"$1,431,000","$118,607",-,-,-,-,-,"($118,607)",1549607.0,1.16
281,2014,arizona-cardinals,17,"Alexander
Lorenzo Alexander ",OLB,"$855,000","$450,000",-,-,"$150,000",-,-,"($1,050,000)",1455000.0,1.09
282,2014,arizona-cardinals,18,"Carlson
John Carlson ",TE,"$800,000","$50,000","$587,500",-,-,-,-,"($100,000)",1437500.0,1.08
283,2014,arizona-cardinals,19,"Bucannon
Deone Bucannon ",ILB,"$420,000","$981,673",-,-,-,-,-,"($6,237,947)",1401673.0,1.05
284,2014,arizona-cardinals,20,"Leach
Mike Leach ",LS,"$1,000,000","$66,668",-,-,"$25,000",-,-,"($91,667)",1091668.0,0.82
285,2014,arizona-cardinals,21,"Larsen
Ted Larsen ",G,"$730,000","$235,000","$75,000",-,"$25,000",-,-,"($495,000)",1065000.0,0.80
286,2014,arizona-cardinals,22,"Minter
Kevin Minter ",ILB,"$604,559","$393,236",-,-,-,-,-,"($1,784,267)",997795.0,0.75
287,2014,arizona-cardinals,23,"Kelly
Tommy Kelly ",DT,"$955,000",-,-,-,-,-,-,-,955000.0,0.72
288,2014,arizona-cardinals,24,"Rucker
Frostee Rucker ",DT,"$855,000","$72,500",-,-,-,-,-,"($600,000)",927500.0,0.70
289,2014,arizona-cardinals,25,"Fanaika
Paul Fanaika ",G,"$730,000","$50,000",-,-,-,-,-,"($50,000)",780000.0,0.59
290,2014,arizona-cardinals,26,"Mathieu
Tyrann Mathieu ",FS,"$495,000","$66,250","$102,031",-,"$50,000",-,-,"($701,562)",713281.0,0.54
291,2014,arizona-cardinals,27,"Massie
Bobby Massie ",RT,"$570,000","$110,845",-,-,-,-,-,"($221,690)",680845.0,0.51
292,2014,arizona-cardinals,28,"Okafor
Alex Okafor ",DE,"$495,000","$118,607",-,-,-,-,-,"($355,821)",613607.0,0.46
293,2014,arizona-cardinals,29,"Watford
Earl Watford ",RT,"$495,000","$108,716",-,-,-,-,-,"($326,148)",603716.0,0.45
294,2014,arizona-cardinals,30,"Bethel
Justin Bethel ",CB,"$570,000","$28,556",-,-,-,-,-,"($57,112)",598556.0,0.45
295,2014,arizona-cardinals,31,"Foote
Larry Foote ",ILB,"$955,000",-,-,-,-,-,-,-,570000.0,0.43
296,2014,arizona-cardinals,32,"Sowell
Bradley Sowell ",LT,"$570,000",-,-,-,-,-,-,-,570000.0,0.43
297,2014,arizona-cardinals,33,"Ta'amu
Alameda Ta'amu ",DT,"$570,000",-,-,-,-,-,-,-,570000.0,0.43
298,2014,arizona-cardinals,34,"Martin
Kareem Martin ",OLB,"$420,000","$141,890",-,-,-,-,-,"($567,560)",561890.0,0.42
299,2014,arizona-cardinals,35,"Brown
John Brown ",WR,"$420,000","$135,725",-,-,-,-,-,"($542,900)",555725.0,0.42
300,2014,arizona-cardinals,36,"Taylor
Stepfan Taylor ",RB,"$495,000","$50,125",-,-,-,-,-,"($150,375)",545125.0,0.41
301,2014,arizona-cardinals,37,"Thomas
Logan Thomas ",TE,"$420,000","$108,023",-,-,-,-,-,"($432,092)",528023.0,0.40
302,2014,arizona-cardinals,38,"Ellington
Andre Ellington ",RB,"$495,000","$25,966",-,-,-,-,-,"($77,898)",520966.0,0.39
303,2014,arizona-cardinals,39,"Jefferson
Tony Jefferson ",SS,"$495,000","$3,366",-,-,-,-,-,"($6,734)",498366.0,0.37
304,2014,arizona-cardinals,40,"Brown
Jaron Brown ",WR,"$495,000","$3,000",-,-,-,-,-,"($6,000)",498000.0,0.37
305,2014,arizona-cardinals,41,"Demens
Kenny Demens ",ILB,"$495,000",-,-,-,-,-,-,-,495000.0,0.37
306,2014,arizona-cardinals,42,"Hughes
Robert Hughes ",RB,"$495,000",-,-,-,-,-,-,-,495000.0,0.37
307,2014,arizona-cardinals,43,"Stinson
Ed Stinson ",DE,"$406,235","$46,685",-,-,-,-,-,"($186,740)",452920.0,0.34
308,2014,arizona-cardinals,44,"Catanzaro
Chandler Catanzaro ",K,"$420,000",$500,-,-,-,-,-,"($1,500)",420500.0,0.32
309,2014,arizona-cardinals,45,"Carson
Glenn Carson ",ILB,"$420,000",-,-,-,-,-,-,-,420000.0,0.32
310,2014,arizona-cardinals,46,"Fells
Darren Fells ",TE,"$420,000",-,-,-,-,-,-,-,420000.0,0.32
311,2014,arizona-cardinals,47,"Benard
Marcus Benard ",OLB,"$730,000",-,-,-,-,-,-,-,402352.0,0.30
312,2014,arizona-cardinals,48,"Butler
Drew Butler ",P,"$495,000",-,-,-,-,-,-,-,349411.0,0.26
313,2014,arizona-cardinals,49,"Grice
Marion Grice ",RB,"$420,000",-,-,-,-,-,-,-,345882.0,0.26
314,2014,arizona-cardinals,50,"Lindley
Ryan Lindley ",QB,"$570,000",-,-,-,-,-,-,-,234706.0,0.18
315,2014,arizona-cardinals,51,"Mauro
Josh Mauro ",DT,"$420,000",-,-,-,-,-,-,-,172941.0,0.13
316,2014,arizona-cardinals,52,"Clemons
Chris Clemons ",FS,"$730,000",-,-,-,-,-,-,-,128824.0,0.10
317,2014,arizona-cardinals,53,"Steen
Anthony Steen ",G,"$420,000",-,-,-,-,-,-,-,98823.0,0.07
318,2014,arizona-cardinals,54,"Williams
Kerwynn Williams ",RB,"$420,000",-,-,-,-,-,-,-,98823.0,0.07
319,2014,arizona-cardinals,55,"Golden
Brittan Golden ",WR,"$495,000",-,-,-,-,-,-,-,58235.0,0.04
320,2014,arizona-cardinals,57,WashingtonDaryl Washington,ILB,-,"$500,000",-,"$2,500,000","$100,000",-,-,"($11,600,000)",3056765.0,2.29
321,2014,arizona-cardinals,59,DockettDarnell Dockett ,DE,"$5,500,000",-,-,"$3,000,000","$250,000",-,-,"($6,250,000)",8750000.0,6.57
322,2014,arizona-cardinals,60,AbrahamJohn Abraham ,OLB,"$3,000,000","$500,000",-,-,-,-,"$425,000","($500,000)",3925000.0,2.95
323,2014,arizona-cardinals,61,ZastudilDave Zastudil ,P,"$955,000","$272,500",-,-,"$25,000",-,-,"($570,000)",1252500.0,0.94
324,2014,arizona-cardinals,62,NiklasTroy Niklas ,TE,"$420,000","$311,509",-,-,-,-,-,"($1,848,913)",731509.0,0.55
325,2014,arizona-cardinals,63,WhitleyEddie Whitley ,S,"$303,000",-,-,-,-,-,-,-,303000.0,0.23
326,2014,arizona-cardinals,65,DwyerJonathan Dwyer,RB,"$730,000","$65,000",-,-,-,-,-,"($65,000)",635000.0,0.48
327,2014,arizona-cardinals,67,LeGreeJimmy LeGree,CB,"$107,100",-,-,-,-,-,-,-,107100.0,0.08
328,2014,arizona-cardinals,68,WeaverRoss Weaver,FS,"$69,300",-,-,-,-,-,-,-,69300.0,0.05
329,2014,arizona-cardinals,69,WoodardDarren Woodard,CB,"$44,100",-,-,-,-,-,-,-,44100.0,0.03
330,2014,arizona-cardinals,70,PalmerKelvin Palmer,RT,"$25,200",-,-,-,-,-,-,-,25200.0,0.02
331,2014,arizona-cardinals,71,SpadolaRyan Spadola,WR,"$25,200",-,-,-,-,-,-,-,25200.0,0.02
332,2014,arizona-cardinals,72,FullingtonJohn Fullington,G,"$18,900",-,-,-,-,-,-,-,18900.0,0.01
333,2014,arizona-cardinals,73,HarveyTravis Harvey,WR,"$18,900",-,-,-,-,-,-,-,18900.0,0.01
334,2014,arizona-cardinals,74,BaumanZach Bauman,RB,"$12,600",-,-,-,-,-,-,-,12600.0,0.01
335,2014,arizona-cardinals,75,MathewsJeff Mathews,QB,"$12,600",-,-,-,-,-,-,-,12600.0,0.01
336,2014,arizona-cardinals,77,BrownLevi Brown,LT,-,"$4,200,000",-,-,-,"$2,314,191",-,-,6514191.0,4.89
337,2014,arizona-cardinals,78,SnyderAdam Snyder,G,"$3,000,000",-,-,-,-,-,-,-,3000000.0,2.25
338,2014,arizona-cardinals,79,ColledgeDaryn Colledge,G,"$2,275,000",-,-,-,-,-,-,-,2275000.0,1.71
339,2014,arizona-cardinals,80,WilliamsRyan Williams,RB,"$535,442",-,-,-,-,-,-,-,535442.0,0.40
340,2014,arizona-cardinals,81,KeiserThomas Keiser,OLB,"$417,353",-,-,-,-,-,-,-,417353.0,0.31
341,2014,arizona-cardinals,82,BishopDesmond Bishop,OLB,"$335,294",-,-,-,-,-,-,-,335294.0,0.25
342,2014,arizona-cardinals,83,FlemingJamell Fleming,S,"$293,034",-,-,-,-,-,-,-,293034.0,0.22
343,2014,arizona-cardinals,84,BrinkleyJasper Brinkley,ILB,"$200,000",-,-,-,-,-,-,-,200000.0,0.15
344,2014,arizona-cardinals,85,GastonBruce Gaston,DT,"$179,735",-,-,-,-,-,-,-,179735.0,0.13
345,2014,arizona-cardinals,86,WilliamsKerwynn Williams,RB,"$168,124",-,-,-,-,-,-,-,168124.0,0.13
346,2014,arizona-cardinals,87,ButlerVictor Butler,OLB,"$161,029",-,-,-,-,-,-,-,161029.0,0.12
347,2014,arizona-cardinals,88,BenardMarcus Benard,OLB,"$134,118",-,-,-,"$10,000",-,-,-,144118.0,0.11
348,2014,arizona-cardinals,89,ParmeleJalen Parmele,RB,"$125,735",-,-,-,-,-,-,-,125735.0,0.09
349,2014,arizona-cardinals,90,HardyAndre Hardy,TE,"$107,100",-,-,-,-,-,-,-,107100.0,0.08
350,2014,arizona-cardinals,91,MulliganMatthew Mulligan,TE,"$100,588",-,-,-,-,-,-,-,100588.0,0.08
351,2014,arizona-cardinals,92,ButlerDrew Butler,P,"$99,953",-,-,-,-,-,-,-,99953.0,0.08
352,2014,arizona-cardinals,93,KelemeteSenio Kelemete,G,"$95,580",-,-,-,-,-,-,-,95580.0,0.07
353,2014,arizona-cardinals,94,GoldenBrittan Golden,WR,"$94,500",-,-,-,-,-,-,-,94500.0,0.07
354,2014,arizona-cardinals,95,SwopeRyan Swope,WR,"$86,841",-,-,-,-,-,-,-,86841.0,0.07
355,2014,arizona-cardinals,96,SteenAnthony Steen,G,"$81,900","$4,000",-,-,-,-,-,-,85900.0,0.06
356,2014,arizona-cardinals,97,PalmerKelvin Palmer,RT,"$75,600",-,-,-,-,-,-,-,75600.0,0.06
357,2014,arizona-cardinals,98,BushMichael Bush,RB,"$67,059",-,-,-,-,-,-,-,67059.0,0.05
358,2014,arizona-cardinals,99,BallardJake Ballard,TE,-,"$65,000",-,-,-,-,-,-,65000.0,0.05
359,2014,arizona-cardinals,100,GaitorAnthony Gaitor,CB,"$50,400",-,-,-,-,-,-,-,50400.0,0.04
360,2014,arizona-cardinals,101,JeffersonD.C. Jefferson,TE,"$45,186",-,-,-,-,-,-,-,45186.0,0.03
361,2014,arizona-cardinals,102,BrownJonathan Brown,OLB,"$37,800","$3,000",-,-,-,-,-,-,40800.0,0.03
362,2014,arizona-cardinals,103,BurnettKaelin Burnett,OLB,"$37,800",-,-,-,-,-,-,-,37800.0,0.03
363,2014,arizona-cardinals,104,PattonSolomon Patton,WR,"$37,800",-,-,-,-,-,-,-,37800.0,0.03
364,2014,arizona-cardinals,105,LindleyRyan Lindley,QB,-,"$26,327",-,-,-,-,-,-,26327.0,0.02
365,2014,arizona-cardinals,106,CarterDavid Carter,DT,-,"$25,968",-,-,-,-,-,-,25968.0,0.02
366,2014,arizona-cardinals,107,PowellWalter Powell,WR,-,"$25,947",-,-,-,-,-,-,25947.0,0.02
367,2014,arizona-cardinals,108,SaundersJalen Saunders,WR,"$25,200",-,-,-,-,-,-,-,25200.0,0.02
368,2014,arizona-cardinals,109,TupouChristian Tupou,DT,"$25,200",-,-,-,-,-,-,-,25200.0,0.02
369,2014,arizona-cardinals,110,WilliamsTeddy Williams,CB,"$18,900",-,-,-,-,-,-,-,18900.0,0.01
370,2014,arizona-cardinals,111,WilsonKion Wilson,ILB,"$18,900",-,-,-,-,-,-,-,18900.0,0.01
371,2014,arizona-cardinals,112,PotterNate Potter,LT,-,"$14,856",-,-,-,-,-,-,14856.0,0.01
372,2014,arizona-cardinals,113,BaumanZach Bauman,RB,"$12,600","$1,334",-,-,-,-,-,-,13934.0,0.01
373,2014,arizona-cardinals,114,RaineyChris Rainey,RB,"$12,600",-,-,-,-,-,-,-,12600.0,0.01
374,2014,arizona-cardinals,115,Johnson-WebbJamaal Johnson-Webb,LT,"$8,000",-,-,-,-,-,-,-,8000.0,0.01
375,2014,arizona-cardinals,116,CornettTim Cornett,RB,"$6,000","$1,000",-,-,-,-,-,-,7000.0,0.01
376,2014,arizona-cardinals,117,ConeKevin Cone,WR,"$6,300",-,-,-,-,-,-,-,6300.0,0.00
377,2014,arizona-cardinals,118,DixonDennis Dixon,QB,"$6,300",-,-,-,-,-,-,-,6300.0,0.00
378,2014,arizona-cardinals,119,GiordanoDan Giordano,OLB,"$5,500",-,-,-,-,-,-,-,5500.0,0.00
379,2014,arizona-cardinals,120,ScottPadric Scott,DT,"$4,000",-,-,-,-,-,-,-,4000.0,0.00
380,2014,arizona-cardinals,121,BucknerDan Buckner,WR,"$3,334",-,-,-,-,-,-,-,3334.0,0.00
381,2014,arizona-cardinals,122,ShawTyler Shaw,WR,"$3,000",-,-,-,-,-,-,-,3000.0,0.00
382,2014,arizona-cardinals,123,ByrdLaron Byrd,WR,"$2,168",-,-,-,-,-,-,-,2168.0,0.00
383,2014,arizona-cardinals,124,LawsonJavone Lawson,WR,-,"$2,000",-,-,-,-,-,-,2000.0,0.00
384,2014,arizona-cardinals,125,CaprioglioJoe Caprioglio,RT,"$2,000",-,-,-,-,-,-,-,2000.0,0.00
385,2014,arizona-cardinals,126,RenfrowJustin Renfrow,DT,-,"$1,334",-,-,-,-,-,-,1334.0,0.00
386,2014,arizona-cardinals,127,SermonsBrandon Sermons,CB,-,"$1,334",-,-,-,-,-,-,1334.0,0.00
387,2014,arizona-cardinals,128,HarrisJavon Harris,S,"$1,334",-,-,-,-,-,-,-,1334.0,0.00
388,2014,arizona-cardinals,129,JonesKorey Jones,ILB,"$1,334",-,-,-,-,-,-,-,1334.0,0.00
389,2014,arizona-cardinals,130,RiosMichael Rios,WR,"$1,334",-,-,-,-,-,-,-,1334.0,0.00
390,2014,arizona-cardinals,131,SmithKevin Smith,WR,-,"$1,333",-,-,-,-,-,-,1333.0,0.00
391,2014,arizona-cardinals,132,WilliamsKadeem Williams,LT,-,"$1,000",-,-,-,-,-,-,1000.0,0.00
392,2014,arizona-cardinals,133,DemensKenny Demens,ILB,"$1,000",-,-,-,-,-,-,-,1000.0,0.00
393,2014,arizona-cardinals,134,HillJosh Hill,S,$667,-,-,-,-,-,-,-,667.0,0.00
394,2014,arizona-cardinals,135,YellRonnie Yell,CB,$667,-,-,-,-,-,-,-,667.0,0.00
395,2014,arizona-cardinals,136,WashingtonCorey Washington,WR,-,$500,-,-,-,-,-,-,500.0,0.00
396,2014,arizona-cardinals,137,WashingtonTodd Washington,CB,-,$167,-,-,-,-,-,-,167.0,0.00
397,2014,arizona-cardinals,138,PopeKelsey Pope,WR,-,$166,-,-,-,-,-,-,166.0,0.00
398,2015,arizona-cardinals,0,"Peterson
Patrick Peterson ",CB,"$11,619,114","$3,072,377",-,-,"$100,000",-,-,"($23,908,622)",14791491.0,10.20
399,2015,arizona-cardinals,1,"Campbell
Calais Campbell ",DE,"$9,000,000","$3,000,000",-,"$2,500,000","$250,000",-,-,"($11,000,000)",14750000.0,10.17
400,2015,arizona-cardinals,2,"Fitzgerald
Larry Fitzgerald ",WR,"$1,000,000","$4,500,000",-,"$3,000,000",-,"$2,350,000",-,"($36,400,000)",10850000.0,7.48
401,2015,arizona-cardinals,3,"Veldheer
Jared Veldheer ",RT,"$6,750,000","$1,250,000","$500,000",-,-,-,-,"($17,000,000)",8500000.0,5.86
402,2015,arizona-cardinals,4,"Palmer
Carson Palmer ",QB,"$1,000,000","$4,000,000",-,-,-,"$2,375,000",-,"($20,500,000)",7375000.0,5.09
403,2015,arizona-cardinals,5,"Iupati
Mike Iupati ",G,"$1,500,000","$1,200,000","$4,000,000",-,-,-,-,"($18,250,000)",6700000.0,4.62
404,2015,arizona-cardinals,6,"Powers
Jerraud Powers ",CB,"$4,350,000","$1,000,000",-,-,-,-,-,"($1,000,000)",5350000.0,3.69
405,2015,arizona-cardinals,7,"Cooper
Jonathan Cooper ",G,"$585,000","$2,240,273","$1,142,637",-,-,-,-,"($5,740,546)",3967910.0,2.74
406,2015,arizona-cardinals,8,"Stanton
Drew Stanton ",QB,"$2,450,000","$666,668","$500,000",-,"$250,000",-,-,"($1,166,668)",3866668.0,2.67
407,2015,arizona-cardinals,9,"Weatherspoon
Sean Weatherspoon ",ILB,"$2,350,000","$1,250,000",-,-,"$250,000",-,-,"($1,250,000)",3850000.0,2.66
408,2015,arizona-cardinals,10,"Floyd
Michael Floyd ",WR,"$1,749,750","$1,423,000",-,-,-,-,-,"($3,172,750)",3172750.0,2.19
